fullNameForSearch,position,archetype,yearsPro,overall,speed,acceleration,agility,changeOfDirection,strength,jumping,awareness,breakTackle,carrying,jukeMove,spinMove,stiffArm,trucking,bCVision,kickReturn,throwPower,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,throwOnTheRun,throwUnderPressure,playAction,breakSack,catching,catchInTraffic,spectacularCatch,shortRouteRunning,mediumRouteRunning,deepRouteRunning,release,passBlock,passBlockPower,passBlockFinesse,runBlock,runBlockPower,runBlockFinesse,leadBlock,impactBlocking,tackle,hitPower,pursuit,playRecognition,powerMoves,finesseMoves,blockShedding,manCoverage,zoneCoverage,press,kickPower,kickAccuracy,stamina,injury,toughness,jerseyNum,plyrHandedness,team,teamId,college,plyrPortrait,totalSalary,signingBonus,primaryKey,plyrAssetname
Andrew Ogletree,TE,TE_VerticalThreat,1,62,82,86,77,67,74,84,63,61,74,64,58,68,69,62,10,25,15,10,6,12,11,6,21,73,73,76,63,58,53,61,56,54,57,56,55,56,54,64,26,34,31,21,10,10,24,10,10,10,19,14,80,86,78,85,Right,Colts,10,Youngstown St.,2604,"$3,670,000 ","$160,000 ",22482,OgletreeAndrew_22482
Dallis Flowers,CB,CB_Zone,1,62,91,95,84,80,51,93,52,71,55,72,66,52,36,81,86,27,6,6,6,6,15,6,12,70,58,64,35,31,27,33,22,21,21,34,35,35,17,34,44,55,67,48,28,39,38,64,69,61,11,15,87,89,68,33,Right,Colts,10,Pittsburg St.,0,"$2,560,000 ","$10,000 ",22280,FlowersDallis_22280
Emil Ekiyor Jr.,RG,G_Power,0,62,60,66,48,45,81,64,70,10,27,10,10,19,25,15,10,24,6,6,6,6,5,6,9,25,10,12,10,6,5,12,66,70,63,67,69,65,68,83,31,37,31,25,25,20,26,10,9,10,11,9,85,91,89,66,Right,Colts,10,Alabama,2133,"$2,700,000 ",$0 ,22871,EkiyorJrEmil_22871
Calvin Ridley,WR,WR_Playmaker,5,85,93,94,93,91,59,85,80,73,75,88,82,64,30,87,68,32,28,23,18,24,22,13,29,87,82,86,86,88,89,85,30,15,22,52,31,37,23,44,29,20,33,17,10,10,24,17,25,24,19,16,86,86,80,0,Right,Jaguars,17,Alabama,9038,"$11,610,000 ",$0 ,13113,RidleyCalvin_13113
Christian Kirk,WR,WR_Slot,5,85,91,93,89,86,65,85,92,72,72,89,80,74,46,84,84,47,39,30,34,34,24,16,23,91,83,86,87,86,85,77,34,30,26,47,35,31,22,43,30,24,33,20,10,10,23,15,19,17,18,14,89,89,91,13,Right,Jaguars,17,Texas AM,8963,"$36,580,000 ","$31,140,000 ",13186,KirkChristian_13186
Josh Allen,LOLB,OLB_SpeedRusher,4,85,86,88,83,72,82,81,87,37,67,55,48,52,51,53,20,24,6,6,6,6,10,6,12,74,61,60,48,40,36,44,45,45,45,45,45,45,12,85,86,82,87,85,75,84,78,52,62,58,15,17,88,92,91,41,Right,Jaguars,17,Kentucky,9365,"$10,890,000 ",$0 ,20410,AllenJosh_20410
Tyson Campbell,CB,CB_Zone,2,85,92,93,86,87,58,84,85,29,44,63,55,35,26,54,47,31,15,10,6,10,10,6,12,70,48,54,21,15,12,22,28,22,22,34,34,35,11,44,66,55,77,84,28,33,46,84,87,86,20,17,93,90,78,32,Right,Jaguars,17,Georgia,1355,"$5,100,000 ","$3,920,000 ",21696,CampbellTyson_21696
Evan Engram,TE,TE_VerticalThreat,6,84,88,90,87,80,66,88,86,76,78,79,68,73,75,85,59,28,23,18,14,27,11,18,14,89,82,85,75,71,69,73,63,62,56,60,60,57,50,69,42,28,37,26,20,28,32,24,31,22,22,16,90,88,76,17,Right,Jaguars,17,Ole Miss,8545,"$11,350,000 ",$0 ,12589,EngramEvan_12589
Foyesade Oluokun,MLB,MLB_FieldGeneral,5,84,88,89,85,78,69,88,86,26,62,42,32,36,34,41,40,28,15,10,10,6,10,6,15,71,49,47,20,10,10,15,35,35,35,35,35,35,17,76,93,87,94,84,56,49,74,68,66,63,20,14,94,89,86,23,Right,Jaguars,17,Yale,9347,"$18,580,000 ","$18,660,000 ",13468,OluokunFoyesade_13468
Travis Etienne Jr,HB,HB_ElusiveBack,2,84,93,94,89,86,70,84,84,84,86,89,84,74,77,83,79,49,46,40,34,38,31,27,27,69,54,58,69,62,52,56,52,35,30,34,20,25,35,37,34,26,36,17,10,10,29,15,19,16,19,17,88,87,88,1,Right,Jaguars,17,Clemson,1365,"$6,140,000 ","$6,760,000 ",21721,EtienneJrTravis_21721
Brandon Scherff,RG,G_Power,8,83,69,70,71,58,90,78,89,9,40,10,10,30,25,10,10,30,6,6,6,6,13,6,12,35,15,15,15,5,5,15,82,85,79,84,82,86,88,87,32,25,22,18,10,10,26,10,15,10,25,25,88,86,94,68,Right,Jaguars,17,Iowa,7311,"$21,320,000 ","$21,430,000 ",2497,ScherffBrandon_2497
Trevor Lawrence,QB,QB_StrongArm,2,82,87,89,87,83,69,81,83,74,66,75,75,55,60,83,13,93,88,84,85,85,86,84,85,50,25,28,29,18,13,20,16,14,18,21,18,16,19,26,27,19,31,18,10,10,24,13,18,10,27,23,90,92,91,16,Right,Jaguars,17,Clemson,1372,"$12,670,000 ","$24,120,000 ",21553,LawrenceTrevor_21553
Logan Cooke,P,KP_Power,5,81,65,65,51,46,56,61,67,20,41,14,10,19,17,16,10,43,26,20,16,19,18,17,25,39,15,15,15,15,15,17,21,21,21,21,21,21,17,24,33,25,40,16,10,10,26,13,16,10,96,90,86,87,71,9,Right,Jaguars,17,Mississippi St.,9331,"$9,920,000 ","$3,020,000 ",13484,CookeLogan_13484
Zay Jones,WR,WR_DeepThreat,6,81,91,93,87,87,76,86,87,77,73,78,72,77,68,82,81,39,34,29,25,32,20,19,22,90,81,86,79,80,82,78,38,25,23,62,22,12,29,49,34,37,23,17,18,22,27,15,24,20,22,17,86,94,86,7,Right,Jaguars,17,East Carolina,8611,"$7,970,000 ","$13,190,000 ",12564,JonesZay_12564
Andre Cisco,FS,S_Zone,2,79,92,91,88,86,65,87,77,42,59,69,61,40,34,62,43,28,15,10,10,15,12,15,15,74,62,68,24,25,22,25,35,35,35,35,35,35,31,64,70,77,78,78,36,41,58,73,79,72,15,19,92,90,84,5,Right,Jaguars,17,Syracuse,1147,"$4,080,000 ","$1,160,000 ",21466,CiscoAndre_21466
Darious Williams,CB,CB_MantoMan,5,79,90,93,86,84,54,92,83,60,60,64,60,33,19,72,47,35,6,6,6,6,15,6,10,76,56,70,22,12,10,30,35,35,35,35,35,35,17,49,44,60,71,84,32,35,51,81,73,75,14,13,92,88,81,31,Right,Jaguars,17,UAB,9955,"$12,910,000 ","$17,000,000 ",13178,WilliamsDarious_13178
Cam Robinson,LT,OT_PassProtector,6,78,65,69,59,52,90,66,88,8,27,18,14,26,27,14,8,15,6,6,6,6,13,6,12,32,26,22,23,13,7,18,82,83,81,71,73,70,81,87,29,42,33,26,33,26,38,11,17,12,19,28,89,89,94,74,Right,Jaguars,17,Alabama,8705,"$37,520,000 ","$15,000,000 ",12557,RobinsonCam_12557
DaVon Hamilton,DT,DT_RunStopper,3,78,68,70,66,54,91,73,80,14,36,26,22,34,38,23,9,22,6,6,6,6,11,6,12,26,19,18,14,6,5,17,44,46,44,45,44,45,33,84,83,79,82,82,78,66,80,16,23,19,18,19,76,90,87,52,Right,Jaguars,17,Ohio State,317,"$4,940,000 ","$27,560,000 ",21122,HamiltonDaVon_21122
Travon Walker,ROLB,OLB_PowerRusher,1,78,88,92,83,73,88,88,81,29,54,46,40,49,48,47,10,18,6,6,6,6,13,6,12,60,46,49,25,19,14,27,45,45,45,45,45,45,21,90,78,87,82,79,77,71,79,43,53,28,14,15,80,92,89,44,Right,Jaguars,17,Georgia,2008,"$13,010,000 ","$24,360,000 ",22305,WalkerTravon_22305
Brandon McManus,K,KP_Power,10,76,74,78,74,58,56,68,65,15,40,25,24,10,10,22,10,38,33,15,15,15,16,15,15,35,15,15,15,15,15,15,17,17,17,15,16,16,16,16,24,29,35,24,10,10,29,11,20,10,96,76,77,95,75,10,Right,Jaguars,17,Temple,7240,"$1,250,000 ","$750,000 ",2278,McManusBrandon_2278
Devin Lloyd,MLB,MLB_RunStopper,1,76,84,91,79,75,77,84,77,49,65,52,44,46,45,65,10,28,16,12,10,15,10,6,18,73,58,70,32,30,28,33,45,45,45,45,45,45,24,77,78,81,88,81,54,64,73,60,69,48,41,38,90,92,88,33,Right,Jaguars,17,Utah,1812,"$6,340,000 ","$6,600,000 ",22183,LloydDevin_22183
Jamal Agnew,WR,WR_Playmaker,6,76,93,92,90,88,60,86,77,73,73,86,78,58,42,85,95,49,40,35,30,25,30,24,30,82,78,79,77,74,76,73,35,35,35,47,35,35,23,49,63,70,78,57,24,32,56,64,62,65,19,17,89,85,74,39,Right,Jaguars,17,San Diego,9132,"$9,710,000 ","$4,460,000 ",12838,AgnewJamal_12838
Rayshawn Jenkins,SS,S_RunSupport,6,76,88,89,82,83,72,88,77,46,65,71,62,38,43,66,65,30,18,15,10,23,12,15,17,75,64,66,28,18,13,22,35,35,35,35,35,35,15,61,75,90,77,77,49,37,67,64,72,62,20,15,93,87,85,2,Right,Jaguars,17,Miami,8601,"$13,050,000 ","$18,560,000 ",12690,JenkinsRayshawn_12690
Andrew Wingard,FS,S_Zone,4,74,87,91,87,84,55,87,76,54,74,71,63,46,74,70,30,35,15,10,10,15,12,15,15,69,43,61,35,25,10,15,40,35,35,35,45,40,21,60,66,84,79,73,57,45,53,66,74,63,15,19,88,89,88,42,Right,Jaguars,17,Wyoming,9686,"$4,570,000 ","$5,030,000 ",20631,WingardAndrew_20631
D'Ernest Johnson,HB,HB_ElusiveBack,4,73,87,89,85,82,64,80,77,81,88,83,78,73,81,81,81,30,25,20,15,15,11,15,20,67,54,48,60,52,47,54,59,41,36,27,17,15,25,20,31,20,40,20,10,10,11,15,20,20,25,25,83,92,85,25,Right,Jaguars,17,USF,395,"$1,040,000 ","$50,000 ",20799,JohnsonDErnest_20799
Folorunso Fatukasi,LE,DE_RunStopper,5,73,62,72,68,59,91,74,86,10,26,17,13,23,17,16,10,20,6,6,6,6,10,6,12,23,15,15,15,7,3,15,45,45,45,45,45,45,29,85,77,81,83,87,76,55,74,18,28,12,10,15,78,88,89,94,Right,Jaguars,17,Connecticut,8884,"$11,310,000 ","$14,090,000 ",13294,FatukasiFolorunso_13294
Roy Robertson-Harris,RE,DE_PowerRusher,7,72,76,72,72,64,81,84,84,16,21,25,25,54,46,25,10,34,6,6,6,6,12,6,12,40,10,15,10,3,2,12,45,45,45,45,45,45,10,77,79,76,79,82,76,68,73,30,45,28,30,30,79,86,85,95,Right,Jaguars,17,UTEP,8196,"$5,900,000 ","$22,730,000 ",17897,RobertsonHarrisRoy_17897
Tre Herndon,CB,CB_MantoMan,5,72,87,89,90,87,56,83,77,44,53,71,62,31,25,58,65,25,6,6,6,6,11,6,10,58,40,60,20,10,10,12,10,35,35,18,35,35,16,54,53,53,74,76,44,48,56,73,69,74,10,11,88,83,82,37,Right,Jaguars,17,Vanderbilt,9337,"$500,000 ","$730,000 ",13508,HerndonTre_13508
Anton Harrison,LT,OT_PassProtector,0,71,73,79,62,53,82,71,74,15,27,18,14,26,21,14,10,21,6,6,6,6,13,6,12,32,26,22,21,13,7,18,79,77,81,68,67,69,73,74,29,42,33,26,33,26,38,14,11,12,19,13,86,91,78,76,Right,Jaguars,17,Oklahoma,2181,"$6,600,000 ","$6,600,000 ",22850,HarrisonAnton_22850
JaMycal Hasty,HB,HB_ElusiveBack,3,71,89,91,84,87,63,89,72,74,85,81,74,69,60,79,70,23,20,15,10,14,12,10,23,68,53,53,61,55,49,53,56,22,25,27,15,18,26,29,28,20,32,16,10,10,24,14,20,15,20,18,84,84,82,22,Right,Jaguars,17,Baylor,338,"$2,350,000 ","$550,000 ",21046,HastyJaMycal_21046
Tank Bigsby,HB,HB_ElusiveBack,0,71,88,91,84,86,75,81,69,79,87,82,71,78,80,81,76,27,20,16,12,17,14,15,28,62,51,53,56,48,40,51,51,32,26,34,18,25,31,36,32,27,39,14,10,10,31,11,16,15,17,15,86,92,88,4,Right,Jaguars,17,Auburn,2539,"$4,460,000 ","$920,000 ",22733,BigsbyTank_22733
Tyler Shatley,LG,G_Power,9,71,62,69,52,46,90,74,85,5,40,10,10,10,15,10,10,22,6,6,6,6,14,6,12,22,10,12,10,5,5,12,75,76,73,68,69,65,79,83,41,35,45,35,45,35,39,9,12,10,22,20,85,94,84,69,Right,Jaguars,17,Clemson,7316,"$2,950,000 ","$500,000 ",2346,ShatleyTyler_2346
Adam Gotsis,RE,DE_RunStopper,7,70,73,76,63,54,82,79,75,22,43,20,17,30,40,23,9,23,6,6,6,6,17,6,12,39,14,16,13,6,3,15,44,44,45,44,46,45,14,84,79,81,82,77,74,66,74,18,26,13,17,17,76,90,81,96,Right,Jaguars,17,Georgia Tech,8023,"$1,240,000 ","$70,000 ",17740,GotsisAdam_17740
Chad Muma,MLB,MLB_FieldGeneral,1,70,85,89,86,76,76,93,68,36,63,48,40,37,32,63,10,21,15,10,10,17,12,11,21,66,61,59,21,14,10,15,45,45,45,45,45,45,24,67,86,82,83,65,48,46,61,61,63,42,22,18,88,91,79,48,Right,Jaguars,17,Wyoming,1860,"$4,310,000 ","$1,120,000 ",22186,MumaChad_22186
K'Lavon Chaisson,ROLB,OLB_SpeedRusher,3,70,85,90,86,75,78,82,65,19,47,41,34,37,30,32,10,26,6,6,6,6,13,6,15,51,31,33,12,7,5,15,45,45,45,45,45,45,15,79,76,85,80,64,59,70,67,49,54,29,20,17,76,87,78,45,Right,Jaguars,17,LSU,208,"$2,000,000 ","$11,350,000 ",20991,ChaissonKLavon_20991
Luke Fortner,C,C_Agile,1,70,65,73,60,49,87,72,80,9,25,10,9,17,21,15,10,17,6,6,6,6,14,6,11,24,10,15,12,5,5,14,74,72,76,70,66,73,84,79,30,26,27,20,19,17,25,10,10,10,17,14,89,91,87,79,Right,Jaguars,17,Kentucky,1647,"$4,300,000 ","$1,200,000 ",22425,FortnerLuke_22425
Parker Washington,WR,WR_Playmaker,0,69,89,91,87,87,66,89,52,77,76,78,72,52,59,82,78,25,15,10,6,10,20,6,20,84,82,84,73,73,69,64,24,15,12,43,18,24,29,48,30,31,20,16,10,10,20,10,10,10,20,18,85,89,87,11,Right,Jaguars,17,Penn State,2454,"$3,830,000 ","$200,000 ",22766,WashingtonParker_22766
Ben Bartch,LG,G_Agile,3,68,68,62,69,53,85,70,76,40,56,36,30,27,46,33,10,25,6,6,6,6,5,6,12,54,40,44,40,33,24,34,70,69,71,68,66,71,84,83,29,35,22,15,15,10,15,12,15,10,37,27,86,87,92,78,Right,Jaguars,17,St. John's,84,"$5,030,000 ","$760,000 ",21100,BartchBen_21100
Brenton Strange,TE,TE_Possession,0,68,83,87,75,69,77,84,57,68,74,58,48,72,71,77,15,28,23,18,14,15,11,18,14,80,77,75,68,63,54,64,60,61,57,64,64,57,55,69,53,55,64,41,37,44,54,42,48,40,22,16,86,90,89,85,Right,Jaguars,17,Penn State,2415,"$4,660,000 ","$1,440,000 ",22842,StrangeBrenton_22842
Chris Claybrooks,CB,CB_MantoMan,3,68,94,93,92,90,50,87,61,69,67,83,77,40,34,76,84,26,6,6,6,6,15,6,10,73,65,68,53,47,50,36,35,35,35,35,35,35,17,46,51,48,71,60,32,35,46,67,62,66,14,13,88,88,88,6,Right,Jaguars,17,Memphis,1410,"$3,300,000 ","$110,000 ",24431,ClaybrooksChris_24431
Tevaughn Campbell,CB,CB_MantoMan,5,68,90,90,82,80,56,90,66,58,63,74,70,25,21,72,45,24,6,6,6,6,10,6,15,69,55,63,32,24,16,42,35,35,35,35,35,35,11,52,55,49,72,64,31,37,51,70,66,70,10,11,88,89,80,29,Right,Jaguars,17,Regina,203,"$840,000 ","$100,000 ",20885,CampbellTevaughn_20885
Walker Little,RT,OT_Agile,2,68,62,68,69,58,84,73,77,6,28,11,12,15,20,12,9,22,6,6,6,6,15,6,12,26,15,15,14,5,5,16,72,74,71,72,68,75,85,83,35,39,21,24,32,24,31,11,14,10,18,19,84,80,82,72,Right,Jaguars,17,Stanford,826,"$4,720,000 ","$2,910,000 ",21538,LittleWalker_21538
Yasir Abdullah,LOLB,OLB_SpeedRusher,0,68,90,95,83,76,70,87,59,37,45,57,52,32,40,50,10,20,9,7,6,7,10,6,21,64,62,59,27,24,20,29,35,35,35,40,40,40,22,62,75,87,81,60,57,66,59,60,50,44,28,23,74,89,76,56,Right,Jaguars,17,Louisville,8369,"$3,830,000 ","$360,000 ",22984,AbdullahYasir_22984
Antonio Johnson,SS,S_Zone,0,67,88,92,80,80,55,76,64,71,54,71,64,51,52,66,60,23,15,10,10,15,11,15,10,55,53,63,45,40,33,49,35,35,35,35,35,35,24,51,68,85,77,63,35,49,53,65,73,74,19,16,87,89,85,26,Right,Jaguars,17,Texas AM,2232,"$3,830,000 ","$320,000 ",22709,JohnsonAntonio_22709
Daniel Thomas,SS,S_RunSupport,3,67,89,90,82,83,65,88,66,47,58,67,62,54,48,60,50,18,6,6,6,6,10,6,17,63,48,63,25,15,11,20,12,35,35,16,35,35,14,62,67,82,79,64,26,30,60,61,64,63,17,22,87,92,90,20,Right,Jaguars,17,Auburn,613,"$3,300,000 ","$310,000 ",21353,ThomasDaniel_21353
Ventrell Miller,MLB,MLB_RunStopper,0,67,83,87,76,72,74,80,70,49,55,55,48,45,45,62,10,17,14,11,7,6,13,5,12,58,52,54,15,8,6,25,35,35,35,45,45,45,36,75,76,85,80,72,54,49,66,58,65,48,15,14,87,85,94,51,Right,Jaguars,17,Florida,2311,"$3,830,000 ","$720,000 ",22202,MillerVentrell_22202
Erick Hallett II,FS,S_Zone,0,66,89,91,89,91,55,89,63,60,59,75,67,40,34,62,65,22,6,6,6,6,16,6,10,70,58,63,41,35,33,28,30,30,30,35,35,35,18,45,69,71,64,68,35,40,47,60,68,60,21,14,88,93,76,40,Right,Jaguars,17,Pittsburgh,0,"$3,830,000 ","$160,000 ",23269,HallettIIErick_23269
Jeremiah Ledbetter,LE,DE_SmallerSpeedRusher,6,66,78,80,67,52,85,81,68,10,28,17,14,25,25,18,10,32,6,6,6,6,10,6,12,34,24,18,17,9,5,15,45,45,45,45,45,45,31,81,78,81,77,66,56,71,60,23,30,15,21,25,70,85,79,99,Right,Jaguars,17,Arkansas,8635,"$1,010,000 ",$0 ,12851,LedbetterJeremiah_12851
Josh Wells,RT,OT_Power,9,66,59,63,64,47,84,78,76,5,55,10,10,10,25,10,10,10,6,6,6,6,10,6,12,37,15,15,15,5,5,15,71,73,69,68,71,65,74,78,34,30,33,15,10,10,25,11,12,10,11,11,82,86,74,77,Right,Jaguars,17,J. Madison,7372,"$940,000 ","$150,000 ",2312,WellsJosh_2312
Michael Dogbe,LE,DE_PowerRusher,4,66,69,81,67,55,87,72,63,15,40,34,25,10,25,10,10,10,6,6,6,6,10,6,12,36,15,15,11,6,6,26,45,45,45,45,45,45,12,81,79,77,79,60,69,63,68,15,25,25,16,12,76,89,87,98,Right,Jaguars,17,Temple,118,"$940,000 ",$0 ,20560,DogbeMichael_20560
Snoop Conner,HB,HB_PowerBack,1,66,87,92,80,78,76,76,69,77,85,75,69,75,82,77,60,48,38,34,28,41,30,29,36,68,48,49,57,49,42,50,43,29,31,36,24,30,43,36,35,34,39,10,10,10,32,12,16,10,22,19,83,88,83,24,Right,Jaguars,17,Ole Miss,1293,"$3,670,000 ","$320,000 ",22318,ConnerSnoop_22318
Tyler Lacy,LE,DE_RunStopper,0,66,69,81,65,58,86,71,68,23,41,40,36,45,39,23,10,21,6,6,6,6,16,6,11,37,33,34,25,15,10,15,40,40,40,45,45,45,35,83,79,81,77,67,65,59,71,24,30,32,10,9,72,88,87,93,Right,Jaguars,17,Oklahoma St.,2281,"$3,830,000 ","$680,000 ",22962,LacyTyler_22962
Blake Hance,LG,G_Agile,3,65,62,64,62,54,85,68,75,19,41,30,16,28,32,21,10,30,6,6,6,6,10,6,12,43,31,33,29,23,20,30,62,61,63,72,68,75,85,81,43,31,32,39,30,24,41,13,15,10,22,21,83,90,82,73,Right,Jaguars,17,Northwestern,1440,"$940,000 ",$0 ,21479,HanceBlake_21479
Christian Braswell,CB,CB_Zone,0,65,90,90,89,87,42,93,61,61,62,72,65,30,31,69,60,32,19,14,12,21,13,23,31,69,62,67,49,45,44,38,35,35,35,35,35,35,14,39,60,55,64,59,29,33,51,61,70,59,13,12,87,88,77,36,Right,Jaguars,17,Rutgers,0,"$3,830,000 ","$160,000 ",22223,BraswellChristian_22223
Gregory Junior,CB,CB_MantoMan,1,65,91,87,84,86,64,93,61,46,55,70,64,42,30,58,40,25,6,6,6,14,9,6,14,57,53,56,28,24,21,31,35,35,35,35,35,35,21,51,59,57,73,61,29,38,52,65,62,73,11,11,87,91,78,34,Right,Jaguars,17,Ouachita Baptist,2564,"$870,000 ",$0 ,22284,JuniorGregory_22284
Shaquille Quarterman,MLB,MLB_RunStopper,3,65,81,82,76,71,77,76,65,30,50,60,44,36,43,47,10,20,6,6,6,6,15,6,12,54,39,45,20,10,6,25,45,45,45,45,45,45,23,80,79,87,77,68,57,49,69,52,56,50,14,15,83,91,90,50,Right,Jaguars,17,Miami,536,"$3,300,000 ","$480,000 ",21257,QuartermanShaquille_21257
Cooper Hodges,LG,G_Power,0,64,69,60,55,55,87,72,70,20,22,20,15,22,20,21,10,21,10,8,6,6,10,6,14,31,23,22,21,15,10,15,67,69,65,74,71,77,69,73,35,40,21,32,38,24,22,10,11,10,20,15,83,92,89,75,Right,Jaguars,17,Appalach. St.,0,"$3,830,000 ","$120,000 ",23275,HodgesCooper_23275
Henry Mondeaux,RE,DE_PowerRusher,4,64,72,73,62,61,81,78,62,13,26,21,18,28,29,22,10,24,17,12,9,9,10,9,12,28,18,15,14,7,3,12,45,45,45,45,45,45,16,79,79,78,77,64,72,59,68,19,25,17,22,21,73,89,82,90,Right,Jaguars,17,Oregon,1489,"$980,000 ","$30,000 ",21427,MondeauxHenry_21427
Montaric Brown,CB,CB_Zone,1,64,87,90,78,79,57,82,65,49,61,68,63,30,31,60,45,23,6,6,6,6,6,6,16,68,56,67,41,36,32,39,35,35,35,35,35,35,23,53,53,52,67,64,27,34,49,62,68,72,17,14,84,90,75,30,Right,Jaguars,17,Arkansas,1214,"$3,650,000 ","$120,000 ",22256,BrownMontaric_22256
Nick Thurman,DT,DT_RunStopper,4,64,65,75,66,54,84,80,63,15,32,22,12,27,27,20,10,20,6,6,6,6,10,6,12,29,19,17,13,7,4,14,45,45,45,45,45,45,34,82,81,78,75,66,65,49,65,14,25,13,19,14,72,88,88,97,Right,Jaguars,17,Houston,1533,"$870,000 ",$0 ,21425,ThurmanNick_21425
Qadree Ollison,HB,HB_ElusiveBack,4,64,86,87,79,80,70,73,67,78,90,77,73,78,79,74,50,28,22,15,11,16,11,13,30,61,46,43,52,45,37,46,51,40,31,47,38,31,50,45,38,33,42,22,20,16,38,21,29,25,21,15,81,88,80,38,Right,Jaguars,17,Pittsburgh,9591,"$940,000 ",$0 ,20642,OllisonQadree_20642
Kendric Pryor,WR,WR_Playmaker,1,63,93,92,85,85,52,91,49,64,69,81,74,40,37,74,63,30,31,26,24,35,21,23,32,76,73,80,63,64,61,52,25,13,15,48,32,36,24,40,27,29,35,25,12,14,20,22,29,17,17,15,82,90,81,14,Right,Jaguars,17,Wisconsin,0,"$2,570,000 ",$0 ,22646,PryorKendric_22646
Raymond Vohasek,LE,DE_RunStopper,0,63,70,72,62,60,84,65,67,10,29,20,17,25,32,15,10,23,6,6,6,6,15,6,15,26,15,17,12,8,5,10,45,45,45,45,45,45,25,69,72,77,79,62,69,67,74,15,16,15,19,17,72,83,87,59,Right,Jaguars,17,North Carolina,0,"$3,830,000 ","$120,000 ",23276,VohasekRaymond_23276
Seth Williams,WR,WR_Physical,2,63,89,87,78,76,63,90,56,75,71,73,72,66,65,78,50,46,30,26,21,36,28,27,31,78,79,83,66,64,66,67,31,24,20,46,30,27,25,45,30,29,30,15,10,10,35,12,18,22,50,45,83,88,80,81,Right,Jaguars,17,Auburn,1639,"$750,000 ",$0 ,21919,WilliamsSeth_21919
Tim Jones,WR,WR_Playmaker,2,63,90,88,83,85,63,93,55,65,74,75,70,61,60,74,73,25,15,10,6,10,17,6,18,76,78,73,72,68,62,73,27,20,17,51,22,25,21,47,35,40,41,25,10,10,35,22,26,27,18,13,84,90,80,15,Right,Jaguars,17,Southern Miss,0,"$870,000 ",$0 ,22607,JonesTim_22607
Luke Farrell,TE,TE_Possession,2,62,78,81,79,73,77,84,60,53,75,55,47,65,65,62,15,25,15,10,6,10,10,6,15,76,75,72,60,54,47,65,57,56,58,62,62,59,55,67,45,44,43,18,17,12,44,12,17,19,24,19,82,90,88,89,Right,Jaguars,17,Ohio State,939,"$3,490,000 ","$340,000 ",21808,FarrellLuke_21808
Cole Van Lanen,RG,G_Power,2,61,69,80,72,59,79,74,67,8,22,10,10,19,23,10,10,30,6,6,6,6,12,6,12,22,15,15,15,5,5,14,61,63,59,64,67,62,84,82,26,22,29,21,25,15,35,13,15,10,14,10,80,90,87,70,Right,Jaguars,17,Wisconsin,1590,"$940,000 ",$0 ,21932,VanLanenCole_21932
Derek Parish,FB,FB_Utility,0,61,85,90,85,81,77,88,48,59,69,74,69,55,67,64,33,25,6,6,6,6,10,6,15,65,59,58,44,41,37,41,50,44,46,51,45,45,63,69,66,81,74,47,71,55,62,25,30,34,16,15,77,87,90,43,Right,Jaguars,17,Houston,0,"$3,830,000 ","$80,000 ",22941,ParishDerek_22941
Patrick Mahomes,QB,QB_Improviser,6,99,84,87,87,88,70,74,98,75,65,73,71,57,51,86,10,97,98,93,91,98,97,96,88,59,32,30,27,17,15,22,10,10,10,23,10,10,23,27,26,18,37,22,10,10,24,17,19,10,20,10,96,94,99,15,Right,Chiefs,9,Texas Tech,8648,"$190,400,000 ","$140,770,000 ",12635,MahomesIIPatrick_12635
Travis Kelce,TE,TE_VerticalThreat,10,99,86,88,86,75,79,92,99,78,72,83,71,85,78,92,6,70,64,53,49,47,33,29,42,97,90,93,88,85,79,85,66,64,63,69,65,66,59,74,45,15,42,15,20,20,40,12,14,10,35,32,97,97,94,87,Right,Chiefs,9,Cincinnati,5920,"$16,390,000 ","$68,600,000 ",890,KelceTravis_890
Chris Jones,DT,DT_PowerRusher,7,96,71,79,72,62,95,63,98,10,29,31,21,29,33,27,9,23,6,6,6,6,16,6,12,29,14,16,13,6,3,15,44,44,45,44,46,45,19,90,93,84,96,95,97,89,87,23,29,13,17,17,87,93,93,95,Right,Chiefs,9,Mississippi St.,8082,"$23,250,000 ","$72,090,000 ",17676,JonesChris_17676
Creed Humphrey,C,C_Power,2,90,69,79,67,58,90,80,93,8,34,10,10,10,18,10,10,24,6,6,6,6,14,6,12,25,15,21,15,8,6,21,86,88,83,93,89,96,92,91,39,25,30,25,10,10,26,7,11,10,14,11,94,93,93,52,Left,Chiefs,9,Oklahoma,729,"$4,160,000 ","$1,400,000 ",21551,HumphreyCreed_21551
Joe Thuney,LG,G_PassProtector,7,89,71,76,68,56,88,71,90,8,33,14,10,19,31,18,10,25,6,6,6,6,16,6,12,26,15,15,15,5,5,15,91,88,92,82,80,85,79,87,29,48,35,10,10,10,33,12,12,10,11,11,93,97,94,62,Right,Chiefs,9,N.C. State,8235,"$50,130,000 ","$29,880,000 ",17777,ThuneyJoe_17777
Nick Bolton,MLB,MLB_RunStopper,2,87,87,84,74,72,74,78,89,21,54,42,38,31,29,32,10,13,6,6,6,6,16,6,17,61,34,37,20,10,6,15,45,45,45,45,45,45,17,78,95,87,95,90,62,50,76,66,72,46,20,11,95,94,89,32,Right,Chiefs,9,Missouri,977,"$4,240,000 ","$1,600,000 ",21474,BoltonNick_21474
